dsld_id,brand,product_name,package_size,servings_per_container,form_factor,current_upc,status,verdict,supplement_type,sibling_count,dsld_label_url
74644,GNC Preventive Nutrition,Blood Circulation- PM Packet,7 PM Packet,,tablet,,active,CAUTION,targeted,1,https://dsld.od.nih.gov/label/74644
18449,GNC Preventive Nutrition,Brain Health Formula,60 Caplet,30,other (e.g. tea bag),,discontinued,CAUTION,multivitamin,3,https://dsld.od.nih.gov/label/18449
219977,GNC Preventive Nutrition,Brain Health Formula,60 Caplet,30,other (e.g. tea bag),,active,CAUTION,multivitamin,3,https://dsld.od.nih.gov/label/219977
74742,GNC Preventive Nutrition,Brain Health Formula,60 Caplet,30,other (e.g. tea bag),,discontinued,CAUTION,multivitamin,3,https://dsld.od.nih.gov/label/74742
3521,GNC Preventive Nutrition,CardioAid Phytosterols,30 Pack,,other (e.g. tea bag),,active,NOT_SCORED,unknown,1,https://dsld.od.nih.gov/label/3521
1846,GNC Preventive Nutrition,Cell Protector,60 Caplet,30,other (e.g. tea bag),,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/1846
82403,GNC Preventive Nutrition,Cellular Antioxidant Formula,60 Caplet,30,other (e.g. tea bag),,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/82403
228873,GNC Preventive Nutrition,Cleansing Fiber Sachet,2 Liquid Cleanse 4 fl. oz Bottle,,other (e.g. tea bag),,active,POOR,single_nutrient,5,https://dsld.od.nih.gov/label/228873
3512,GNC Preventive Nutrition,Cleansing Fiber Sachet,2 Liquid Cleanse 4 fl. oz. Bottle,,other (e.g. tea bag),,discontinued,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/3512
67594,GNC Preventive Nutrition,Cleansing Fiber Sachet,2 Liquid Cleanse 4 fl. oz Bottle,,other (e.g. tea bag),,discontinued,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/67594
16359,GNC Preventive Nutrition,Cleansing Fiber Sachet,5 Cleansing Fiber Sachet,,powder,,discontinued,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/16359
4466,GNC Preventive Nutrition,Cleansing Fiber Sachet,5 Cleansing Fiber Sachet,,powder,,discontinued,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/4466
3520,GNC Preventive Nutrition,CoQ-10,30 Pack,,capsule,,active,CAUTION,single_nutrient,1,https://dsld.od.nih.gov/label/3520
243679,GNC Preventive Nutrition,Complete Body Cleansing Program Natural Citrus Flavor,16 Fluid Ounce,4,liquid,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/243679
3525,GNC Preventive Nutrition,Enzyme Blend - AM Packet,Not Present,,other (e.g. tea bag),,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/3525
4428,GNC Preventive Nutrition,Enzyme Blend - AM Packet,Not Present,,other (e.g. tea bag),,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/4428
68804,GNC Preventive Nutrition,Enzyme Blend - AM Packet,7 AM Pack,,unknown,,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/68804
68871,GNC Preventive Nutrition,Enzyme Blend - AM Packet,7 AM Pack,,unknown,,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/68871
82601,GNC Preventive Nutrition,Enzyme Blend - AM Packet,7 AM Pack,,unknown,,active,POOR,specialty,5,https://dsld.od.nih.gov/label/82601
3528,GNC Preventive Nutrition,Enzyme Blend - PM Packet,Not Present,,other (e.g. tea bag),,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/3528
4430,GNC Preventive Nutrition,Enzyme Blend - PM Packet,Not Present,,other (e.g. tea bag),,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/4430
82604,GNC Preventive Nutrition,Enzyme Blend - PM Packet,7 PM Packet,,other (e.g. tea bag),,active,POOR,specialty,5,https://dsld.od.nih.gov/label/82604
68822,GNC Preventive Nutrition,Enzyme Blend - PM Packet,7 PM Pack,,unknown,,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/68822
68874,GNC Preventive Nutrition,Enzyme Blend - PM Packet,7 PM Pack,,unknown,,discontinued,POOR,specialty,5,https://dsld.od.nih.gov/label/68874
74622,GNC Preventive Nutrition,Enzyme Blend- AM Packet,7 AM Packet,,other (e.g. tea bag),,discontinued,POOR,specialty,1,https://dsld.od.nih.gov/label/74622
74640,GNC Preventive Nutrition,Enzyme Blend- PM Packet,7 PM Packet,,other (e.g. tea bag),,discontinued,POOR,specialty,1,https://dsld.od.nih.gov/label/74640
18486,GNC Preventive Nutrition,Eye Health Formula,60 Softgel,30,capsule,,discontinued,SAFE,multivitamin,2,https://dsld.od.nih.gov/label/18486
74832,GNC Preventive Nutrition,Eye Health Formula,60 Softgel,30,capsule,,active,SAFE,multivitamin,2,https://dsld.od.nih.gov/label/74832
74631,GNC Preventive Nutrition,Fiber And Prebiotic Blend Packet,7 Fiber and Prebiotic Packet,,powder,,discontinued,POOR,single_nutrient,1,https://dsld.od.nih.gov/label/74631
4457,GNC Preventive Nutrition,Fiber and Prebiotic Blend,unknown,,unknown,,discontinued,POOR,single_nutrient,4,https://dsld.od.nih.gov/label/4457
3527,GNC Preventive Nutrition,Fiber and Prebiotic Blend,Not Present,,other (e.g. tea bag),,discontinued,POOR,single_nutrient,4,https://dsld.od.nih.gov/label/3527
68819,GNC Preventive Nutrition,Fiber and Prebiotic Blend,7 Fiber and Prebiotic Sachet,,other (e.g. tea bag),,discontinued,POOR,single_nutrient,4,https://dsld.od.nih.gov/label/68819
68873,GNC Preventive Nutrition,Fiber and Prebiotic Blend,7 Fiber and Prebiotic Sachet,,other (e.g. tea bag),,discontinued,POOR,single_nutrient,4,https://dsld.od.nih.gov/label/68873
82603,GNC Preventive Nutrition,Fiber and Prebiotic Blend Packet,7 Fiber and Prebiotic Packet,,other (e.g. tea bag),,active,POOR,single_nutrient,1,https://dsld.od.nih.gov/label/82603
3534,GNC Preventive Nutrition,Fish Oil With Polysterols,30 Pack,,capsule,,active,CAUTION,targeted,1,https://dsld.od.nih.gov/label/3534
228957,GNC Preventive Nutrition,Gastro Cleanser Formula,2 Liquid Cleanse 4 fl. oz Bottle,,capsule,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/228957
3516,GNC Preventive Nutrition,Gastro Cleanser Formula,2 Liquid Cleanse 4 fl. oz. Bottle,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/3516
16372,GNC Preventive Nutrition,Gastro Cleanser Formula,7 Herbal Restore Pack,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/16372
4435,GNC Preventive Nutrition,Gastro Cleanser Formula,7 Herbal Restore Pack,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/4435
67600,GNC Preventive Nutrition,Gastro Cleanser Formula,7 Herbal Restore Pack,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/67600
4438,GNC Preventive Nutrition,Gastro Formula - AM Packet,tablet,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/4438
3523,GNC Preventive Nutrition,Gastro Formula - AM Packet,Not Present,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/3523
68795,GNC Preventive Nutrition,Gastro Formula - AM Packet,7 AM Pack,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/68795
68869,GNC Preventive Nutrition,Gastro Formula - AM Packet,7 AM Pack,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/68869
82599,GNC Preventive Nutrition,Gastro Formula - AM Packet,7 AM Packet,,tablet,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/82599
74609,GNC Preventive Nutrition,Gastro Formula- AM Packet,7 AM Packet,,tablet,,discontinued,CAUTION,herbal_blend,1,https://dsld.od.nih.gov/label/74609
3532,GNC Preventive Nutrition,Glucose Support,30 Pack,,capsule,,active,SAFE,herbal_blend,1,https://dsld.od.nih.gov/label/3532
228820,GNC Preventive Nutrition,Healthy Blood Pressure Formula,90 Capsule,30,capsule,,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/228820
67151,GNC Preventive Nutrition,Healthy Blood Sugar Formula,90 Caplet,30,other (e.g. tea bag),,discontinued,SAFE,multivitamin,2,https://dsld.od.nih.gov/label/67151
74747,GNC Preventive Nutrition,Healthy Blood Sugar Formula,90 Caplet,30,other (e.g. tea bag),,active,SAFE,multivitamin,2,https://dsld.od.nih.gov/label/74747
18451,GNC Preventive Nutrition,Healthy Cholesterol Formula,90 Caplet,30,other (e.g. tea bag),,discontinued,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/18451
31051,GNC Preventive Nutrition,Healthy Testosterone Formula,60 Caplet,30,other (e.g. tea bag),,discontinued,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/31051
228946,GNC Preventive Nutrition,Kidney Health,2 Liquid Cleanse 4 fl. oz Bottle,,capsule,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/228946
3515,GNC Preventive Nutrition,Kidney Health,2 Liquid Cleanse 4 fl. oz. Bottle,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/3515
67599,GNC Preventive Nutrition,Kidney Health,2 Liquid Cleanse 4 fl. oz Bottle,,unknown,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/67599
16369,GNC Preventive Nutrition,Kidney Health,5 Herbal Cleansing Pack,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/16369
4434,GNC Preventive Nutrition,Kidney Health,5 Cleansing Herbal Pack,,capsule,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/4434
3531,GNC Preventive Nutrition,Kidney Health - PM Packet,Not Present,,tablet,,discontinued,CAUTION,herbal_blend,4,https://dsld.od.nih.gov/label/3531
68860,GNC Preventive Nutrition,Kidney Health - PM Packet,7 PM Pack,,tablet,,discontinued,CAUTION,herbal_blend,4,https://dsld.od.nih.gov/label/68860
68880,GNC Preventive Nutrition,Kidney Health - PM Packet,7 PM Pack,,tablet,,discontinued,CAUTION,herbal_blend,4,https://dsld.od.nih.gov/label/68880
82608,GNC Preventive Nutrition,Kidney Health - PM Packet,7 PM Packet,,tablet,,active,CAUTION,herbal_blend,4,https://dsld.od.nih.gov/label/82608
4426,GNC Preventive Nutrition,Kidney Health PM,tablet,,tablet,,discontinued,CAUTION,herbal_blend,1,https://dsld.od.nih.gov/label/4426
74653,GNC Preventive Nutrition,Kidney Health- PM Packet,7 PM Packet,,tablet,,discontinued,CAUTION,herbal_blend,1,https://dsld.od.nih.gov/label/74653
16344,GNC Preventive Nutrition,Liquid Cleanse,2 Liquid Cleanse 4 fl. oz Bottle,,liquid,,discontinued,SAFE,targeted,5,https://dsld.od.nih.gov/label/16344
228849,GNC Preventive Nutrition,Liquid Cleanse,2 Liquid Cleanse 4 fl. oz Bottle,1,liquid,,active,POOR,targeted,5,https://dsld.od.nih.gov/label/228849
3511,GNC Preventive Nutrition,Liquid Cleanse,2 Liquid Cleanse 4 fl. oz Bottle,,liquid,,discontinued,SAFE,targeted,5,https://dsld.od.nih.gov/label/3511
4458,GNC Preventive Nutrition,Liquid Cleanse,2 Liquid Cleanse 4 fl. oz. Bottle,,liquid,,discontinued,SAFE,targeted,5,https://dsld.od.nih.gov/label/4458
67593,GNC Preventive Nutrition,Liquid Cleanse,2 Liquid Cleanse 4 fl. oz Bottle,,other (e.g. tea bag),,discontinued,SAFE,targeted,5,https://dsld.od.nih.gov/label/67593
3530,GNC Preventive Nutrition,Liver Cleaner - PM Packet,Not Present,,tablet,,discontinued,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/3530
228932,GNC Preventive Nutrition,Liver Cleanser,2 Liquid Cleanse 4 fl. oz Bottle,,capsule,,active,SAFE,herbal_blend,5,https://dsld.od.nih.gov/label/228932
3514,GNC Preventive Nutrition,Liver Cleanser,2 Liquid Cleanse 4 fl. oz. Bottle,,capsule,,active,SAFE,multivitamin,5,https://dsld.od.nih.gov/label/3514
67598,GNC Preventive Nutrition,Liver Cleanser,2 Liquid Cleanse 4 fl. oz Bottle,,other (e.g. tea bag),,discontinued,SAFE,multivitamin,5,https://dsld.od.nih.gov/label/67598
16364,GNC Preventive Nutrition,Liver Cleanser,5 Herbal Cleansing Pack,,capsule,,discontinued,SAFE,multivitamin,5,https://dsld.od.nih.gov/label/16364
4433,GNC Preventive Nutrition,Liver Cleanser,5 Cleansing Herbal Pack,,capsule,,discontinued,SAFE,multivitamin,5,https://dsld.od.nih.gov/label/4433
4432,GNC Preventive Nutrition,Liver Cleanser - PM Packet,tablet,,tablet,,discontinued,CAUTION,multivitamin,4,https://dsld.od.nih.gov/label/4432
68856,GNC Preventive Nutrition,Liver Cleanser - PM Packet,7 PM Pack,,tablet,,discontinued,CAUTION,multivitamin,4,https://dsld.od.nih.gov/label/68856
68879,GNC Preventive Nutrition,Liver Cleanser - PM Packet,7 PM Pack,,tablet,,discontinued,CAUTION,multivitamin,4,https://dsld.od.nih.gov/label/68879
82607,GNC Preventive Nutrition,Liver Cleanser - PM Packet,7 PM Packet,,tablet,,active,CAUTION,multivitamin,4,https://dsld.od.nih.gov/label/82607
74649,GNC Preventive Nutrition,Liver Cleanser- PM Packet,7 PM Packet,,tablet,,discontinued,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/74649
228843,GNC Preventive Nutrition,Liver Health Formula,90 Capsule,30,capsule,,active,CAUTION,multivitamin,3,https://dsld.od.nih.gov/label/228843
315309,GNC Preventive Nutrition,Liver Health Formula,90 Capsule,30,capsule,,active,CAUTION,multivitamin,3,https://dsld.od.nih.gov/label/315309
74762,GNC Preventive Nutrition,Liver Health Formula,90 Capsule,30,capsule,,discontinued,CAUTION,multivitamin,3,https://dsld.od.nih.gov/label/74762
3533,GNC Preventive Nutrition,Lutein 20 mg,30 Pack,,capsule,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/3533
3522,GNC Preventive Nutrition,MegaNatural-BP,30 Pack,,capsule,,active,SAFE,single_nutrient,1,https://dsld.od.nih.gov/label/3522
31054,GNC Preventive Nutrition,Menopause Support Formula,60 Caplet,30,unknown,,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/31054
4429,GNC Preventive Nutrition,Probiotic - Acidophilus,capsule,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/4429
3526,GNC Preventive Nutrition,Probiotic - Acidophilus,Not Present,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/3526
68811,GNC Preventive Nutrition,Probiotic - Acidophilus,7 Probiotic Capsule,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/68811
68872,GNC Preventive Nutrition,Probiotic - Acidophilus,7 Probiotic Capsule,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/68872
82602,GNC Preventive Nutrition,Probiotic - Acidophilus,7 Probiotic Capsule,,capsule,,active,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/82602
3518,GNC Preventive Nutrition,Probiotic 12.5 Billion,2 Liquid Cleanse 4 fl. oz. Bottle,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/3518
228980,GNC Preventive Nutrition,Probiotic 12.5 Billion,2 Liquid Cleanse 4 fl. oz Bottle,,unknown,,active,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/228980
67602,GNC Preventive Nutrition,Probiotic 12.5 Billion,2 Liquid Cleanse 4 fl. oz Bottle,,unknown,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/67602
16376,GNC Preventive Nutrition,Probiotic 12.5 Billion,7 12.5 Billion Probiotic CFU Capsule,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/16376
4437,GNC Preventive Nutrition,Probiotic 12.5 Billion,7 12.5 Billion Probiotic CFU Capsule,,capsule,,discontinued,CAUTION,probiotic,5,https://dsld.od.nih.gov/label/4437
74626,GNC Preventive Nutrition,Probiotic- Acidophilus,7 AM Packet,,capsule,,discontinued,CAUTION,probiotic,1,https://dsld.od.nih.gov/label/74626
199401,GNC Preventive Nutrition,Stress Support,90 Caplet,30,other (e.g. tea bag),,active,CAUTION,herbal_blend,1,https://dsld.od.nih.gov/label/199401
228978,GNC Preventive Nutrition,Total Cleanser,2 Liquid Cleanse 4 fl. oz Bottle,,capsule,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/228978
3517,GNC Preventive Nutrition,Total Cleanser,2 Liquid Cleanse 4 fl. oz. Bottle,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/3517
16374,GNC Preventive Nutrition,Total Cleanser,7 Herbal Restore Pack,,capsule,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/16374
4436,GNC Preventive Nutrition,Total Cleanser,7 Herbal Restore Pack,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/4436
67601,GNC Preventive Nutrition,Total Cleanser,7 Herbal Restore Pack,,capsule,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/67601
4427,GNC Preventive Nutrition,Total Cleanser - AM Packet,tablet,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/4427
3524,GNC Preventive Nutrition,Total Cleanser - AM Packet,Not Present,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/3524
68799,GNC Preventive Nutrition,Total Cleanser - AM Packet,7 AM Pack,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/68799
68870,GNC Preventive Nutrition,Total Cleanser - AM Packet,7 AM Pack,,tablet,,discontinued,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/68870
82600,GNC Preventive Nutrition,Total Cleanser - AM Packet,7 AM Pack,,tablet,,active,CAUTION,herbal_blend,5,https://dsld.od.nih.gov/label/82600
74618,GNC Preventive Nutrition,Total Cleanser- AM Packet,7 AM Packet,,tablet,,discontinued,CAUTION,herbal_blend,1,https://dsld.od.nih.gov/label/74618
3519,GNC Preventive Nutrition,Triple Strength Fish Oil,30 Pack,,capsule,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/3519
317416,GNC Pro Performance,100% Whey Chocolate Supreme,15.03 Ounce,12,powder,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/317416
228838,GNC Pro Performance,100% Whey Creamy Strawberry,14.31 Oz,12,powder,,active,NOT_SCORED,targeted,2,https://dsld.od.nih.gov/label/228838
220051,GNC Pro Performance,100% Whey Creamy Strawberry,29.81 Oz,25,powder,,discontinued,SAFE,targeted,2,https://dsld.od.nih.gov/label/220051
30573,GNC Pro Performance,100% Whey Protein Chocolate Supreme,1 lb,,powder,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/30573
228831,GNC Pro Performance,100% Whey Unflavored,14.22 Ounce,12,powder,,active,NOT_SCORED,targeted,1,https://dsld.od.nih.gov/label/228831
228833,GNC Pro Performance,100% Whey Vanilla Cream,14.39 Ounce,12,powder,,active,NOT_SCORED,targeted,1,https://dsld.od.nih.gov/label/228833
30568,GNC Pro Performance,Creatine Strength Support,14 Nighttime Strength & Support Pack,,tablet,,active,NOT_SCORED,unknown,1,https://dsld.od.nih.gov/label/30568
315319,GNC Pro Performance,Daily Multivitamin,30 Pack,30,other (e.g. tea bag),,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/315319
315317,GNC Pro Performance,Endurance Complex,30 Pack,30,other (e.g. tea bag),,active,SAFE,specialty,1,https://dsld.od.nih.gov/label/315317
315318,GNC Pro Performance,Fish Oil Omega-3s,30 Pack,30,capsule,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/315318
16801,GNC Pro Performance,Lean Muscle Meal Chocolate,69 g,,powder,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/16801
16846,GNC Pro Performance,Lean Muscle Meal Vanilla,68 g,,powder,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/16846
30565,GNC Pro Performance,Muscle Fatigue Buffer,14 Pre-Training Pack,,tablet,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/30565
30570,GNC Pro Performance,Nighttime Restore,14 Nighttime Strength & Support Pack,,capsule,,active,CAUTION,targeted,1,https://dsld.od.nih.gov/label/30570
2725,GNC Pro Performance,RapidDrive Arginine 5000,120 Tablet,30,tablet,,active,CAUTION,specialty,1,https://dsld.od.nih.gov/label/2725
43997,GNC Pro Performance,Restore Advance XR,120 Capsule,30,capsule,,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/43997
4282,GNC Pro Performance,Thermo Burst Hardcore,90 Tablet,30,tablet,,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/4282
27420,GNC Pro Performance,Thermo Igniter 12X,14 Pre-Training Pack,,capsule,,active,CAUTION,specialty,1,https://dsld.od.nih.gov/label/27420
259634,GNC Pro Performance,Weight Gainer Double Chocolate,Not Present,6,powder,,active,SAFE,specialty,1,https://dsld.od.nih.gov/label/259634
259709,GNC Pro Performance,Weight Gainer Strawberries & Cream,1098 Gram,6,powder,,active,SAFE,specialty,1,https://dsld.od.nih.gov/label/259709
67289,GNC Pro Performance AMP,AMP Explosive Energy Metabolizer,30 Pak,,other (e.g. tea bag),,active,CAUTION,multivitamin,2,https://dsld.od.nih.gov/label/67289
31192,GNC Pro Performance AMP,AMP Explosive Energy Metabolizer,30 Pak,,unknown,,discontinued,CAUTION,multivitamin,2,https://dsld.od.nih.gov/label/31192
31195,GNC Pro Performance AMP,AOX Recovery,capsule,,capsule,,discontinued,SAFE,single_nutrient,1,https://dsld.od.nih.gov/label/31195
67292,GNC Pro Performance AMP,Amp AOX Recovery,30 Pak,,capsule,,active,SAFE,single_nutrient,1,https://dsld.od.nih.gov/label/67292
4816,GNC Pro Performance AMP,Amplified 100% Whey Protein Chocolate,10 Packet,10,other (e.g. tea bag),,active,POOR,multivitamin,1,https://dsld.od.nih.gov/label/4816
4805,GNC Pro Performance AMP,Amplified 100% Whey Protein Vanilla,10 Packet,10,powder,,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/4805
18479,GNC Pro Performance AMP,Amplified Creatine 189,tablet,,tablet,,active,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/18479
42327,GNC Pro Performance AMP,Amplified Creatine 189,30 Pak,,other (e.g. tea bag),,active,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/42327
67310,GNC Pro Performance AMP,Amplified Creatine 189,30 Pak,,other (e.g. tea bag),,active,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/67310
4844,GNC Pro Performance AMP,Amplified Creatine 189,120 Tablet,60,tablet,,discontinued,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/4844
4845,GNC Pro Performance AMP,Amplified Creatine 189,240 Tablet,120,tablet,,active,NOT_SCORED,unknown,5,https://dsld.od.nih.gov/label/4845
4874,GNC Pro Performance AMP,Amplified Creatine XXX Fruit Punch,44.37 oz.,20,powder,,discontinued,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/4874
18529,GNC Pro Performance AMP,Amplified Endurance Booster Blue Raspberry,6 Packet,6,powder,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/18529
18478,GNC Pro Performance AMP,Amplified Glutamine Complex,tablet,,tablet,,active,CAUTION,targeted,1,https://dsld.od.nih.gov/label/18478
4846,GNC Pro Performance AMP,Amplified Glutamine Microfusion,180 Tablet,30,tablet,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/4846
18477,GNC Pro Performance AMP,Amplified Maxertion N.O.,tablet,,tablet,,active,CAUTION,specialty,2,https://dsld.od.nih.gov/label/18477
5816,GNC Pro Performance AMP,Amplified Maxertion N.O.,120 Tablet,30,tablet,,active,SAFE,targeted,2,https://dsld.od.nih.gov/label/5816
18473,GNC Pro Performance AMP,Amplified Muscle Igniter 4X,15 Pre-Training Amplified Pak,,tablet,,active,CAUTION,multivitamin,1,https://dsld.od.nih.gov/label/18473
67290,GNC Pro Performance AMP,Amplified N.O. Charger & Circulatory Pump,30 Pak,,other (e.g. tea bag),,active,CAUTION,targeted,1,https://dsld.od.nih.gov/label/67290
31193,GNC Pro Performance AMP,Amplified N.O. Pump & Charge,unknown,,unknown,,discontinued,CAUTION,targeted,1,https://dsld.od.nih.gov/label/31193
4795,GNC Pro Performance AMP,Amplified Wheybolic Extreme 60 Chocolate,10 Packet,10,powder,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/4795
66983,GNC Pro Performance AMP,Amplified Wheybolic Extreme 60 Original Chocolate,6 Packet,,powder,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/66983
4794,GNC Pro Performance AMP,Amplified Wheybolic Extreme 60 Vanilla,10 Packet,10,powder,,active,SAFE,multivitamin,1,https://dsld.od.nih.gov/label/4794
42329,GNC Pro Performance AMP,Anabolic Primer,30 Pak,,capsule,,active,CAUTION,single_nutrient,1,https://dsld.od.nih.gov/label/42329
67311,GNC Pro Performance AMP,Anabolic Primer & Anti-Inflammatory Support,30 Pak,,capsule,,active,SAFE,targeted,1,https://dsld.od.nih.gov/label/67311
69461,GNC Pro Performance AMP,Beauty & Water Balance,30 Pak,,other (e.g. tea bag),,discontinued,CAUTION,multivitamin,2,https://dsld.od.nih.gov/label/69461
81645,GNC Pro Performance AMP,Beauty & Water Balance,30 Pak,,other (e.g. tea bag),,discontinued,CAUTION,multivitamin,2,https://dsld.od.nih.gov/label/81645
18480,GNC Pro Performance AMP,BioCore Recovery Enzymes,capsule,,capsule,,active,POOR,single_nutrient,1,https://dsld.od.nih.gov/label/18480
176179,GNC Pro Performance AMP,Biotin 5000,30 Pak,,capsule,,active,CAUTION,single_nutrient,3,https://dsld.od.nih.gov/label/176179
31721,GNC Pro Performance AMP,Biotin 5000,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,3,https://dsld.od.nih.gov/label/31721
57150,GNC Pro Performance AMP,Biotin 5000,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,3,https://dsld.od.nih.gov/label/57150
175646,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/175646
176175,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,active,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/176175
45103,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,active,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/45103
57148,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/57148
69527,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/69527
70326,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,active,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/70326
81638,GNC Pro Performance AMP,CLA,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/81638
36982,GNC Pro Performance AMP,CLA,30 Pak,,other (e.g. tea bag),,discontinued,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/36982
69460,GNC Pro Performance AMP,CLA,30 Pak,,other (e.g. tea bag),,discontinued,SAFE,single_nutrient,9,https://dsld.od.nih.gov/label/69460
31719,GNC Pro Performance AMP,CLA 1000,30 Pak,,capsule,,discontinued,SAFE,single_nutrient,1,https://dsld.od.nih.gov/label/31719
