bucket,review_key,product_count,max_priority_score,closest_tier_boundary,identity_confidence_counts,sample_dsld_ids
external_literature_review_required,neem,1,0.375,2.0,"{""high"":1}","[""333761""]"
external_literature_review_required,nettle,1,0.375,3.0,"{""high"":1}","[""328001""]"
external_literature_review_required,paeoniflorin,1,0.375,2.0,"{""high"":1}","[""328638""]"
external_literature_review_required,raw red clover powder,1,0.375,2.0,"{""high"":1}","[""219149""]"
external_literature_review_required,raw vegetal silica powder,1,0.375,2.0,"{""high"":1}","[""216405""]"
evidence_exists_identity_or_linkage_failed,INGR_CALCIUM,1,0.35,5.0,"{""moderate"":1}","[""293926""]"
evidence_exists_identity_or_linkage_failed,INGR_VALERIAN,1,0.35,4.0,"{""moderate"":1}","[""239743""]"
evidence_exists_identity_or_linkage_failed,INGR_WHEY_PROTEIN,2,0.35,7.0,"{""moderate"":2}","[""66953"",""74718""]"
external_literature_review_required,adrenal,2,0.35,5.0,"{""moderate"":2}","[""298023"",""337227""]"
external_literature_review_required,arabinogalactan,2,0.35,4.0,"{""moderate"":2}","[""293889"",""295494""]"
external_literature_review_required,banana powder,4,0.35,8.0,"{""moderate"":4}","[""310928"",""310930"",""310931"",""310949""]"
external_literature_review_required,biocore recovery tm enzyme blend,1,0.35,0.0,"{""moderate"":1}","[""18480""]"
external_literature_review_required,centellicum gotu kola extract,1,0.35,1.0,"{""moderate"":1}","[""232628""]"
external_literature_review_required,choline,1,0.35,0.0,"{""moderate"":1}","[""201366""]"
external_literature_review_required,coconut,4,0.35,10.0,"{""moderate"":4}","[""330616"",""330617"",""330618"",""330619""]"
external_literature_review_required,coptis chinensis extract,4,0.35,7.0,"{""moderate"":4}","[""252567"",""253669"",""253670"",""253671""]"
external_literature_review_required,dog rose,4,0.35,7.0,"{""moderate"":4}","[""252691"",""254298"",""254299"",""254300""]"
external_literature_review_required,extra virgin coconut oil,2,0.35,4.0,"{""moderate"":2}","[""223046"",""251538""]"
external_literature_review_required,fiber unspecified,2,0.35,4.0,"{""moderate"":2}","[""210865"",""232350""]"
external_literature_review_required,guar,4,0.35,9.0,"{""moderate"":4}","[""312795"",""312796"",""312797"",""312798""]"
external_literature_review_required,guarana,4,0.35,6.0,"{""moderate"":4}","[""252539"",""253774"",""253778"",""253781""]"
external_literature_review_required,hmrlignan norway spruce picea abies lignan extract,1,0.35,1.0,"{""moderate"":1}","[""58912""]"
external_literature_review_required,indian tinospora,2,0.35,5.0,"{""moderate"":2}","[""210658"",""232237""]"
external_literature_review_required,integra lean african mango irvingia gabonensis proprietary extract,2,0.35,4.0,"{""moderate"":2}","[""59065"",""231788""]"
external_literature_review_required,kawaratake,2,0.35,4.0,"{""moderate"":2}","[""255571"",""299039""]"
external_literature_review_required,kelp extract,4,0.35,7.0,"{""moderate"":4}","[""252562"",""255054"",""255055"",""255057""]"
external_literature_review_required,licorice,2,0.35,4.0,"{""moderate"":2}","[""12866"",""63823""]"
external_literature_review_required,lo han guo,4,0.35,7.0,"{""moderate"":4}","[""329898"",""329899"",""329900"",""329901""]"
external_literature_review_required,modified citrus pectin,1,0.35,1.0,"{""moderate"":1}","[""251233""]"
external_literature_review_required,monolaurin,1,0.35,0.0,"{""moderate"":1}","[""241871""]"
external_literature_review_required,mushroom extracts,4,0.35,7.0,"{""moderate"":4}","[""330511"",""330512"",""330513"",""330514""]"
external_literature_review_required,myrrh,2,0.35,4.0,"{""moderate"":2}","[""78762"",""270610""]"
external_literature_review_required,oolong tea extract,4,0.35,7.0,"{""moderate"":4}","[""252652"",""254980"",""254981"",""254982""]"
external_literature_review_required,portulaca oleracea extract,4,0.35,7.0,"{""moderate"":4}","[""252835"",""254320"",""254322"",""254323""]"
external_literature_review_required,proprietary blend,7,0.35,7.0,"{""low"":7}","[""81811"",""267907"",""267922"",""267923"",""270664"",""328030"",""332945""]"
external_literature_review_required,acacia fiber,3,0.3,5.0,"{""low"":2,""moderate"":1}","[""66822"",""232979"",""275464""]"
external_literature_review_required,organic prebiotic fiber blend,3,0.3,4.0,"{""low"":3}","[""233013"",""233016"",""274135""]"
external_literature_review_required,7 keto dhea,8,0.28,13.0,"{""moderate"":8}","[""231706"",""246179"",""293868"",""293869"",""293870"",""295133"",""295329"",""307546""]"
external_literature_review_required,adrenal cortex,1,0.2625,2.0,"{""moderate"":1}","[""183735""]"
external_literature_review_required,arginine akg,1,0.2625,2.0,"{""moderate"":1}","[""306059""]"
external_literature_review_required,astragalus root,1,0.2625,2.0,"{""moderate"":1}","[""328831""]"
external_literature_review_required,aurorablue,1,0.2625,3.0,"{""moderate"":1}","[""328293""]"
external_literature_review_required,avocado oil,3,0.2625,9.0,"{""moderate"":3}","[""294485"",""294486"",""329918""]"
external_literature_review_required,beef liver,1,0.2625,3.0,"{""moderate"":1}","[""270421""]"
external_literature_review_required,beet extract,3,0.2625,7.0,"{""moderate"":3}","[""310983"",""310984"",""310985""]"
external_literature_review_required,bimuno b gos galactooligosaccharides,1,0.2625,3.0,"{""moderate"":1}","[""304444""]"
external_literature_review_required,biocore dairy,3,0.2625,8.0,"{""moderate"":3}","[""293966"",""293967"",""299053""]"
external_literature_review_required,butyric acid,1,0.2625,3.0,"{""moderate"":1}","[""294057""]"
external_literature_review_required,diamine oxidase,1,0.2625,2.0,"{""moderate"":1}","[""317962""]"
external_literature_review_required,fadogia agrestis,1,0.2625,3.0,"{""moderate"":1}","[""315646""]"
external_literature_review_required,korean pine,1,0.2625,3.0,"{""moderate"":1}","[""62056""]"
external_literature_review_required,maritime pine,1,0.2625,2.0,"{""moderate"":1}","[""270624""]"
external_literature_review_required,mimosa pudica,1,0.2625,2.0,"{""moderate"":1}","[""241863""]"
external_literature_review_required,nha xanthan gum,3,0.2625,9.0,"{""moderate"":3}","[""330103"",""330104"",""330105""]"
external_literature_review_required,phosphatidyl choline complex,1,0.2625,2.0,"{""moderate"":1}","[""315689""]"
external_literature_review_required,suma,1,0.2625,3.0,"{""moderate"":1}","[""213218""]"
external_literature_review_required,advanced acidophilus complex,1,0.25,4.0,"{""high"":1}","[""217189""]"
external_literature_review_required,ajuga turkest,2,0.25,6.0,"{""high"":2}","[""252600"",""253504""]"
external_literature_review_required,aloe ferox,1,0.25,4.0,"{""high"":1}","[""267819""]"
external_literature_review_required,ampelopsin,2,0.25,9.0,"{""high"":2}","[""241759"",""255593""]"
external_literature_review_required,angelica sinensis,1,0.25,5.0,"{""high"":1}","[""241701""]"
external_literature_review_required,arginine alpha ketoglutarate,1,0.25,4.0,"{""high"":1}","[""302709""]"
external_literature_review_required,baikal skullcap,1,0.25,5.0,"{""high"":1}","[""269316""]"
external_literature_review_required,benolea,1,0.25,4.0,"{""high"":1}","[""328278""]"
external_literature_review_required,chaste tree fruit extract,2,0.25,7.0,"{""high"":2}","[""293930"",""295504""]"
external_literature_review_required,contam ginkgolic acid,1,0.25,4.0,"{""high"":1}","[""328464""]"
external_literature_review_required,d phenylalanine,1,0.25,5.0,"{""high"":1}","[""269337""]"
external_literature_review_required,flower pollen,1,0.25,5.0,"{""high"":1}","[""328752""]"
external_literature_review_required,genistein,1,0.25,4.0,"{""high"":1}","[""82306""]"
external_literature_review_required,heart health probiotic,1,0.25,4.0,"{""high"":1}","[""328803""]"
external_literature_review_required,keraglo,1,0.25,4.0,"{""high"":1}","[""302683""]"
external_literature_review_required,lyc o mato lycopene,2,0.25,6.0,"{""high"":2}","[""1832"",""224633""]"
external_literature_review_required,nicotinamide riboside,1,0.25,5.0,"{""high"":1}","[""62969""]"
external_literature_review_required,naringin,4,0.2,12.0,"{""high"":4}","[""252693"",""253997"",""253999"",""254000""]"
evidence_exists_identity_or_linkage_failed,INGR_BERBERINE,1,0.175,6.0,"{""moderate"":1}","[""337255""]"
evidence_exists_identity_or_linkage_failed,INGR_CREATINE_MONOHYDRATE,1,0.175,10.0,"{""moderate"":1}","[""74586""]"
evidence_exists_identity_or_linkage_failed,INGR_MILK_THISTLE,1,0.175,7.0,"{""moderate"":1}","[""336352""]"
evidence_exists_identity_or_linkage_failed,PRECLIN_RESVERATROL,1,0.175,9.0,"{""moderate"":1}","[""302705""]"
external_literature_review_required,acacia catechu wood bark extract and chinese skullcap root extract,2,0.175,7.0,"{""low"":1,""moderate"":1}","[""220275"",""243676""]"
external_literature_review_required,acerola,1,0.175,5.0,"{""moderate"":1}","[""329658""]"
external_literature_review_required,alpha cyclodextrin,1,0.175,5.0,"{""moderate"":1}","[""232041""]"
external_literature_review_required,angelica gigas,2,0.175,7.0,"{""high"":1,""moderate"":1}","[""62339"",""231711""]"
external_literature_review_required,apple pectin,2,0.175,6.0,"{""moderate"":2}","[""44252"",""214463""]"
external_literature_review_required,arjuna,1,0.175,5.0,"{""moderate"":1}","[""328307""]"
external_literature_review_required,ayuric terminalia bellerica extract,2,0.175,6.0,"{""moderate"":2}","[""232098"",""232487""]"
external_literature_review_required,barley beta glucan,1,0.175,5.0,"{""moderate"":1}","[""59950""]"
external_literature_review_required,beetroot powder,1,0.175,4.0,"{""moderate"":1}","[""241722""]"
external_literature_review_required,benolea olive olea europaea extract,1,0.175,5.0,"{""moderate"":1}","[""59537""]"
external_literature_review_required,black galingale,1,0.175,5.0,"{""moderate"":1}","[""328566""]"
external_literature_review_required,black tea extract,1,0.175,5.0,"{""moderate"":1}","[""231780""]"
external_literature_review_required,blessed thistle,1,0.175,5.0,"{""moderate"":1}","[""251522""]"
external_literature_review_required,calcium d glucarate,1,0.175,5.0,"{""moderate"":1}","[""183962""]"
external_literature_review_required,caprylic acid,1,0.175,4.0,"{""moderate"":1}","[""268535""]"
external_literature_review_required,cassia seed,1,0.175,5.0,"{""moderate"":1}","[""330533""]"
external_literature_review_required,cherrypure tart cherry prunus cerasus extract,1,0.175,5.0,"{""moderate"":1}","[""58997""]"
external_literature_review_required,cistanche,1,0.175,5.0,"{""moderate"":1}","[""315597""]"
external_literature_review_required,coleus forskohlii root,1,0.175,4.0,"{""moderate"":1}","[""242820""]"
external_literature_review_required,diosmin 95,1,0.175,5.0,"{""moderate"":1}","[""59055""]"
external_literature_review_required,english lavender,2,0.175,7.0,"{""moderate"":2}","[""79520"",""333708""]"
external_literature_review_required,evening primrose,2,0.175,6.0,"{""moderate"":2}","[""182885"",""182887""]"
external_literature_review_required,fruit juice concentrates,2,0.175,8.0,"{""moderate"":2}","[""294323"",""294324""]"
external_literature_review_required,fucoidan,1,0.175,4.0,"{""moderate"":1}","[""302659""]"
external_literature_review_required,hyssop,1,0.175,5.0,"{""moderate"":1}","[""243048""]"
external_literature_review_required,inositol hexaphosphate,1,0.175,5.0,"{""moderate"":1}","[""293986""]"
external_literature_review_required,kanna sceletium,1,0.175,5.0,"{""moderate"":1}","[""270734""]"
external_literature_review_required,maritech 926 wild harvested patagonian wakame 100 water extraction,1,0.175,5.0,"{""moderate"":1}","[""231926""]"
external_literature_review_required,mojave yucca,2,0.175,6.0,"{""moderate"":2}","[""54646"",""229998""]"
external_literature_review_required,white oak,1,0.175,5.0,"{""moderate"":1}","[""79598""]"
external_literature_review_required,ajuga turkestanica,1,0.125,7.0,"{""high"":1}","[""315702""]"
external_literature_review_required,bergamot orange,1,0.125,10.0,"{""high"":1}","[""286147""]"
external_literature_review_required,beta ecdysterone,1,0.125,9.0,"{""high"":1}","[""315594""]"
external_literature_review_required,caffeoyl derivatives,1,0.125,10.0,"{""high"":1}","[""288774""]"
external_literature_review_required,capsaicin,1,0.125,7.0,"{""high"":1}","[""328728""]"
external_literature_review_required,certified organic noni fruit extract,1,0.125,8.0,"{""high"":1}","[""2255""]"
external_literature_review_required,chaste tree berry extract,1,0.125,7.0,"{""high"":1}","[""229852""]"
external_literature_review_required,ginseng,1,0.125,7.0,"{""high"":1}","[""218883""]"
external_literature_review_required,hereditum lc40 lactobacillus fermentum cect5716,1,0.125,9.0,"{""high"":1}","[""206314""]"
external_literature_review_required,holixer,1,0.125,7.0,"{""high"":1}","[""315648""]"
external_literature_review_required,maqui,1,0.125,7.0,"{""high"":1}","[""232478""]"
external_literature_review_required,puncture vine fruit extract,1,0.125,7.0,"{""high"":1}","[""315701""]"
external_literature_review_required,purple tea,1,0.125,7.0,"{""high"":1}","[""182690""]"
external_literature_review_required,raspberry ketones,1,0.125,6.0,"{""high"":1}","[""330405""]"
external_literature_review_required,rye flower pollen extract,1,0.125,7.0,"{""high"":1}","[""278261""]"
external_literature_review_required,rye flower secale cereale extract,1,0.125,7.0,"{""high"":1}","[""187515""]"
external_literature_review_required,white willow bark,1,0.125,7.0,"{""high"":1}","[""328089""]"
external_literature_review_required,tremella fuciformis,3,0.105,11.0,"{""moderate"":3}","[""330082"",""330083"",""330084""]"
external_literature_review_required,7 herb proprietary blend,2,0.1,7.0,"{""low"":2}","[""327953"",""332914""]"
external_literature_review_required,kidney bladder blend,1,0.1,4.0,"{""low"":1}","[""333753""]"
external_literature_review_required,nha stevia,1,0.1,4.0,"{""low"":1}","[""293280""]"
external_literature_review_required,ora cranberry fruit extract blend,2,0.1,18.0,"{""high"":2}","[""208549"",""208560""]"
external_literature_review_required,ac 11,1,0.0875,8.0,"{""moderate"":1}","[""213690""]"
external_literature_review_required,achiote extract,1,0.0875,8.0,"{""moderate"":1}","[""213740""]"
external_literature_review_required,avocado,1,0.0875,7.0,"{""moderate"":1}","[""312652""]"
external_literature_review_required,beef gelatin pure,1,0.0875,10.0,"{""moderate"":1}","[""326258""]"
external_literature_review_required,benegut perilla extract,1,0.0875,7.0,"{""moderate"":1}","[""59603""]"
external_literature_review_required,bile extract,1,0.0875,10.0,"{""moderate"":1}","[""307560""]"
external_literature_review_required,bonolive,1,0.0875,8.0,"{""moderate"":1}","[""209382""]"
external_literature_review_required,chinese skullcap,1,0.0875,6.0,"{""moderate"":1}","[""63581""]"
external_literature_review_required,d glucuronolactone powder,1,0.0875,7.0,"{""moderate"":1}","[""294981""]"
external_literature_review_required,elderberries,1,0.0875,6.0,"{""moderate"":1}","[""317022""]"
external_literature_review_required,err 731 siberian rhubarb rheum rhaponticum l extract,1,0.0875,7.0,"{""moderate"":1}","[""232725""]"
external_literature_review_required,healthy joint proprietary blend,1,0.0875,7.0,"{""moderate"":1}","[""231904""]"
external_literature_review_required,hydrangea,1,0.0875,6.0,"{""moderate"":1}","[""259453""]"
external_literature_review_required,lyophilized liver,1,0.0875,8.0,"{""moderate"":1}","[""214950""]"
external_literature_review_required,octacosanol,1,0.0875,10.0,"{""moderate"":1}","[""214704""]"
external_literature_review_required,organic shiitake mushroom,1,0.0875,6.0,"{""moderate"":1}","[""223536""]"
external_literature_review_required,perilla oil,1,0.0875,7.0,"{""moderate"":1}","[""299734""]"
external_literature_review_required,raw yucca powder,1,0.0875,10.0,"{""moderate"":1}","[""216409""]"
external_literature_review_required,red raspberry,1,0.0875,7.0,"{""moderate"":1}","[""54559""]"
external_literature_review_required,ribonucleic acid,1,0.0875,6.0,"{""moderate"":1}","[""231631""]"
external_literature_review_required,unidentified:224704,1,0.0875,6.0,"{""moderate"":1}","[""224704""]"
external_literature_review_required,unidentified:224706,1,0.0875,6.0,"{""moderate"":1}","[""224706""]"
external_literature_review_required,unidentified:224707,1,0.0875,6.0,"{""moderate"":1}","[""224707""]"
external_literature_review_required,unidentified:333715,1,0.0875,10.0,"{""moderate"":1}","[""333715""]"
external_literature_review_required,wheat germ oil,1,0.0875,8.0,"{""moderate"":1}","[""218849""]"
external_literature_review_required,yarrow,1,0.0875,6.0,"{""moderate"":1}","[""78550""]"
external_literature_review_required,yellow dock,1,0.0875,7.0,"{""moderate"":1}","[""251879""]"
external_literature_review_required,broad spectrum hemp extract blend,4,0.08,17.0,"{""low"":4}","[""232921"",""232926"",""232928"",""232931""]"
external_literature_review_required,proprietary blend non nutrient non botanical,4,0.08,13.0,"{""low"":4}","[""18201"",""204294"",""204295"",""256129""]"
evidence_exists_identity_or_linkage_failed,INGR_DIGESTIVE_ENZYMES,1,0.07,23.0,"{""moderate"":1}","[""269428""]"
evidence_exists_identity_or_linkage_failed,PRECLIN_SHILAJIT_GENERIC,1,0.07,14.0,"{""moderate"":1}","[""307734""]"
external_literature_review_required,bis beta carboxyethyl germanium sesquioxide,2,0.07,19.0,"{""moderate"":2}","[""200891"",""212022""]"
external_literature_review_required,bovine colostrum,2,0.07,11.0,"{""moderate"":2}","[""75208"",""269405""]"
external_literature_review_required,proprietary blend herb botanical,3,0.06,14.0,"{""low"":3}","[""15698"",""64382"",""74064""]"
external_literature_review_required,6 fiber proprietary blend,1,0.05,7.0,"{""low"":1}","[""287495""]"
external_literature_review_required,alaska blueberry,1,0.05,8.0,"{""low"":1}","[""328294""]"
external_literature_review_required,bimuno galactooligosaccharides,1,0.05,10.0,"{""low"":1}","[""18453""]"
external_literature_review_required,bioperine piperine,1,0.05,9.0,"{""low"":1}","[""59829""]"
external_literature_review_required,blend enzyme,1,0.05,15.0,"{""high"":1}","[""322514""]"
external_literature_review_required,carnitine,1,0.05,19.0,"{""high"":1}","[""67304""]"
external_literature_review_required,colostrum,1,0.05,15.0,"{""high"":1}","[""307574""]"
external_literature_review_required,ecklonia cava,1,0.05,12.0,"{""high"":1}","[""203152""]"
external_literature_review_required,essential mushroom blend,1,0.05,9.0,"{""low"":1}","[""315685""]"
external_literature_review_required,ex stress blend,1,0.05,9.0,"{""low"":1}","[""251578""]"
external_literature_review_required,garcinia cambogia,1,0.05,12.0,"{""high"":1}","[""201051""]"
external_literature_review_required,guggul,1,0.05,16.0,"{""high"":1}","[""25029""]"
external_literature_review_required,herbal blend,1,0.05,9.0,"{""low"":1}","[""80295""]"
external_literature_review_required,kava kava,1,0.05,12.0,"{""high"":1}","[""255598""]"
external_literature_review_required,probiotic complex blend non nutrient non botanical,1,0.05,8.0,"{""low"":1}","[""65931""]"
external_literature_review_required,proprietary blend dietary substance used by man to supplement the diet by increasing the total dietary intake,1,0.05,7.0,"{""low"":1}","[""63293""]"
external_literature_review_required,proprietary oral probiotic,1,0.05,12.0,"{""high"":1}","[""82389""]"
external_literature_review_required,silent night blend,1,0.05,9.0,"{""low"":1}","[""212555""]"
external_literature_review_required,tart cherry,1,0.05,8.0,"{""low"":1}","[""326285""]"
external_literature_review_required,theacrine,1,0.05,12.0,"{""high"":1}","[""241951""]"
external_literature_review_required,bio active probiotic complex,2,0.04,11.0,"{""low"":2}","[""239227"",""308218""]"
external_literature_review_required,change o life blend,2,0.04,11.0,"{""low"":2}","[""184497"",""199530""]"
external_literature_review_required,mobile ease proprietary blend,2,0.04,25.0,"{""low"":2}","[""182401"",""232720""]"
external_literature_review_required,organic apple cider vinegar diet blend,2,0.04,14.0,"{""low"":2}","[""243356"",""273799""]"
external_literature_review_required,sleep blend,2,0.04,15.0,"{""low"":2}","[""267341"",""267342""]"
reference_or_mechanism_only,INGR_PHOSPHORUS,2,0.04,14.0,"{""high"":2}","[""214601"",""214602""]"
external_literature_review_required,7 keto,1,0.035,16.0,"{""moderate"":1}","[""304613""]"
external_literature_review_required,add colloidal silver,1,0.035,18.0,"{""moderate"":1}","[""241744""]"
external_literature_review_required,arnica,1,0.035,17.0,"{""moderate"":1}","[""294491""]"
external_literature_review_required,bacillus coagulans,1,0.035,15.0,"{""moderate"":1}","[""327398""]"
external_literature_review_required,black pepper,1,0.035,17.0,"{""moderate"":1}","[""278548""]"
external_literature_review_required,brand complex descriptor,1,0.035,13.0,"{""moderate"":1}","[""60794""]"
external_literature_review_required,catnip,1,0.035,13.0,"{""moderate"":1}","[""39523""]"
external_literature_review_required,dhea,1,0.035,15.0,"{""moderate"":1}","[""272664""]"
external_literature_review_required,eatless peptide complex,1,0.035,21.0,"{""moderate"":1}","[""232080""]"
external_literature_review_required,essential amino acids,1,0.035,15.0,"{""moderate"":1}","[""312894""]"
external_literature_review_required,extra virgin olive oil,1,0.035,15.0,"{""moderate"":1}","[""855""]"
external_literature_review_required,glycine max,1,0.035,11.0,"{""moderate"":1}","[""9171""]"
external_literature_review_required,go less powder blend,1,0.035,24.0,"{""moderate"":1}","[""2512""]"
external_literature_review_required,neumentix phenolic complex k110 42,1,0.035,25.0,"{""moderate"":1}","[""232839""]"
external_literature_review_required,optimized fucoxanthin slim blend,1,0.035,20.0,"{""moderate"":1}","[""64368""]"
external_literature_review_required,proprietary enzymatically modified rice bran,1,0.035,13.0,"{""moderate"":1}","[""328601""]"
external_literature_review_required,tea trio r blend,1,0.035,22.0,"{""moderate"":1}","[""28548""]"
external_literature_review_required,tremella fruiting body extract,1,0.035,11.0,"{""moderate"":1}","[""330085""]"
external_literature_review_required,unidentified:213831,1,0.035,14.0,"{""moderate"":1}","[""213831""]"
external_literature_review_required,unidentified:327974,1,0.035,14.0,"{""moderate"":1}","[""327974""]"
external_literature_review_required,wild oregano blend herb botanical,1,0.035,11.0,"{""moderate"":1}","[""79381""]"
external_literature_review_required,advanced energy blend,1,0.02,14.0,"{""low"":1}","[""66957""]"
external_literature_review_required,aloelax blend,1,0.02,13.0,"{""low"":1}","[""337239""]"
external_literature_review_required,antioxidant fruit blend,1,0.02,13.0,"{""low"":1}","[""28531""]"
external_literature_review_required,bioflavonoid complex non nutrient non botanical,1,0.02,14.0,"{""low"":1}","[""173708""]"
external_literature_review_required,blend,1,0.02,22.0,"{""low"":1}","[""69501""]"
external_literature_review_required,blend pump,1,0.02,22.0,"{""low"":1}","[""259891""]"
external_literature_review_required,bone flesh cartilage blend,1,0.02,15.0,"{""low"":1}","[""184493""]"
external_literature_review_required,botanical comfort blend,1,0.02,17.0,"{""low"":1}","[""79431""]"
external_literature_review_required,diet 360 r holistic weight loss blend,1,0.02,12.0,"{""low"":1}","[""28484""]"
external_literature_review_required,echinacea goldenseal blend,1,0.02,19.0,"{""low"":1}","[""62116""]"
external_literature_review_required,esberitox blend,1,0.02,19.0,"{""low"":1}","[""293273""]"
external_literature_review_required,extract blend,1,0.02,16.0,"{""low"":1}","[""293272""]"
external_literature_review_required,fenu thyme blend,1,0.02,13.0,"{""low"":1}","[""333745""]"
external_literature_review_required,fungal defense enzyme balance blend,1,0.02,24.0,"{""low"":1}","[""275343""]"
external_literature_review_required,garcinia indica,1,0.02,11.0,"{""low"":1}","[""232731""]"
external_literature_review_required,garden veggies powder blend,1,0.02,12.0,"{""low"":1}","[""327968""]"
external_literature_review_required,garlic parsley blend,1,0.02,11.0,"{""low"":1}","[""251594""]"
external_literature_review_required,has original blend,1,0.02,11.0,"{""low"":1}","[""80243""]"
external_literature_review_required,icariin,1,0.02,12.0,"{""low"":1}","[""328643""]"
external_literature_review_required,joint health herb blend,1,0.02,19.0,"{""low"":1}","[""31996""]"
external_literature_review_required,lowat proprietary blend of,1,0.02,13.0,"{""low"":1}","[""245963""]"
external_literature_review_required,mood probiotic blend,1,0.02,19.0,"{""low"":1}","[""62998""]"
external_literature_review_required,non nutrient non botanical blend,1,0.02,16.0,"{""low"":1}","[""82602""]"
external_literature_review_required,ora acv blend,1,0.02,16.0,"{""low"":1}","[""256371""]"
external_literature_review_required,orchard fruits powder blend,1,0.02,12.0,"{""low"":1}","[""328005""]"
external_literature_review_required,organic bitter blend,1,0.02,26.0,"{""low"":1}","[""285635""]"
external_literature_review_required,organic extramel superoxide dismutase sod french melon fruit concentrate,1,0.02,26.0,"{""low"":1}","[""232942""]"
external_literature_review_required,organic saffron stigma extract,1,0.02,25.0,"{""low"":1}","[""232933""]"
external_literature_review_required,proprietary blend herb boranical,1,0.02,26.0,"{""low"":1}","[""232084""]"
external_literature_review_required,proprietary blend metabolite constituent extract isolate or combination of these,1,0.02,18.0,"{""low"":1}","[""40037""]"
external_literature_review_required,raw exotic fruit blend,1,0.02,13.0,"{""low"":1}","[""321362""]"
